txn_id,customer_id,transaction_date,transaction_type,transaction_mode,amount,beneficiary_country
TXN000735,CUST00179,2025-03-04,Card Payment,ATM,28873,Australia
TXN000736,CUST00179,2025-10-17,NEFT/RTGS,ATM,27003,India
TXN000737,CUST00179,2025-11-07,Cash Deposit,Branch,20056,Germany
TXN000738,CUST00179,2025-03-18,Cash Withdrawal,Online,18392,Canada
TXN000739,CUST00179,2025-07-29,NEFT/RTGS,Branch,17577,Canada
TXN000740,CUST00179,2025-08-15,Cash Withdrawal,Online,22862,Germany
TXN000741,CUST00179,2025-10-20,Cash Withdrawal,Online,24856,USA
TXN000742,CUST00179,2025-10-23,Wire Transfer,Branch,20752,Australia
TXN000743,CUST00180,2025-04-03,Wire Transfer,ATM,72806,Canada
TXN000744,CUST00180,2025-12-28,Card Payment,Mobile App,63250,USA
TXN000745,CUST00180,2025-01-24,NEFT/RTGS,Online,73813,India
TXN000746,CUST00180,2025-08-01,Wire Transfer,ATM,50122,UK
TXN000747,CUST00181,2025-03-15,Cash Deposit,ATM,19082,Canada
TXN000748,CUST00181,2025-01-31,Card Payment,ATM,23049,India
TXN000749,CUST00181,2025-07-19,Wire Transfer,ATM,76292,USA
TXN000750,CUST00182,2025-03-03,Wire Transfer,Branch,51610,Germany
TXN000751,CUST00182,2025-09-16,NEFT/RTGS,Online,38945,USA
TXN000752,CUST00182,2025-08-26,Card Payment,Mobile App,28499,UK
TXN000753,CUST00182,2025-01-10,Cash Withdrawal,Online,30905,India
TXN000754,CUST00182,2025-11-30,Cash Deposit,ATM,39595,USA
TXN000755,CUST00182,2025-04-15,Cash Deposit,ATM,36099,Canada
TXN000756,CUST00182,2025-05-06,Card Payment,Mobile App,40603,Canada
TXN000757,CUST00183,2025-11-14,Cash Withdrawal,Branch,9835,India
TXN000758,CUST00183,2025-05-09,NEFT/RTGS,ATM,14873,India
TXN000759,CUST00183,2025-09-19,Cash Withdrawal,Online,12223,Australia
TXN000760,CUST00183,2025-07-22,Wire Transfer,Branch,10293,USA
TXN000761,CUST00183,2025-05-24,NEFT/RTGS,Branch,7786,Australia
TXN000762,CUST00183,2025-06-25,Cash Withdrawal,Mobile App,6707,Canada
TXN000763,CUST00183,2025-06-14,Cash Withdrawal,Branch,10362,UK
TXN000764,CUST00184,2025-01-02,Card Payment,Mobile App,7558,Australia
TXN000765,CUST00185,2025-12-23,NEFT/RTGS,Mobile App,27765,Germany
TXN000766,CUST00185,2025-10-03,Wire Transfer,Mobile App,37654,Canada
TXN000767,CUST00185,2025-07-12,Card Payment,ATM,33286,Australia
TXN000768,CUST00185,2025-01-05,Wire Transfer,Mobile App,31934,Germany
TXN000769,CUST00186,2025-12-30,Cash Withdrawal,Branch,274465,USA
TXN000770,CUST00186,2025-11-17,Cash Withdrawal,Branch,56145,India
TXN000771,CUST00186,2025-09-10,Card Payment,Branch,81356,USA
TXN000772,CUST00186,2025-11-23,NEFT/RTGS,Online,50068,India
TXN000773,CUST00186,2025-12-04,Card Payment,Branch,42215,UK
TXN000774,CUST00186,2025-02-03,Cash Deposit,ATM,48299,India
TXN000775,CUST00186,2025-05-21,Cash Deposit,Online,67157,Canada
TXN000776,CUST00187,2025-08-07,Wire Transfer,ATM,74500,Canada
TXN000777,CUST00188,2025-07-05,Card Payment,Online,58891,Germany
TXN000778,CUST00188,2025-05-23,NEFT/RTGS,Mobile App,80112,Australia
TXN000779,CUST00188,2025-10-20,Wire Transfer,Branch,69807,UK
TXN000780,CUST00188,2025-02-08,Cash Deposit,Branch,61957,Australia
TXN000781,CUST00188,2025-01-15,NEFT/RTGS,Mobile App,59571,USA
TXN000782,CUST00188,2025-11-17,Cash Withdrawal,ATM,65600,India
TXN000783,CUST00188,2025-01-28,Cash Withdrawal,Branch,68787,USA
TXN000784,CUST00189,2025-10-24,Wire Transfer,Online,10939,Canada
TXN000785,CUST00189,2025-07-13,Cash Withdrawal,Online,11178,India
TXN000786,CUST00189,2025-11-09,NEFT/RTGS,Online,19405,USA
TXN000787,CUST00189,2025-10-14,Wire Transfer,ATM,16547,India
TXN000788,CUST00189,2025-11-03,Card Payment,Online,11266,Germany
TXN000789,CUST00190,2025-02-21,Cash Withdrawal,Online,51149,Germany
TXN000790,CUST00190,2025-10-28,Cash Deposit,Online,67466,Germany
TXN000791,CUST00190,2025-04-10,Card Payment,Branch,84736,India
TXN000792,CUST00190,2025-07-01,NEFT/RTGS,Mobile App,66000,Australia
TXN000793,CUST00190,2025-01-23,Wire Transfer,Branch,58434,Australia
TXN000794,CUST00190,2025-09-20,Cash Withdrawal,ATM,58739,UK
TXN000795,CUST00191,2025-11-05,Cash Withdrawal,ATM,21069,USA
TXN000796,CUST00191,2025-03-16,Wire Transfer,Branch,29803,UK
TXN000797,CUST00192,2025-04-13,Cash Deposit,Online,80913,Canada
TXN000798,CUST00192,2025-09-01,NEFT/RTGS,ATM,59856,UK
TXN000799,CUST00192,2025-06-18,Cash Deposit,Online,59639,Canada
TXN000800,CUST00192,2025-01-22,NEFT/RTGS,Branch,66251,Germany
TXN000801,CUST00193,2025-05-03,NEFT/RTGS,ATM,30342,Germany
TXN000802,CUST00193,2025-01-04,Cash Withdrawal,Online,30121,Australia
TXN000803,CUST00193,2025-10-12,Wire Transfer,Branch,40184,India
TXN000804,CUST00193,2025-07-04,Wire Transfer,Online,25930,UK
TXN000805,CUST00193,2025-03-31,Cash Deposit,ATM,38817,USA
TXN000806,CUST00193,2025-04-11,Wire Transfer,Branch,41432,Australia
TXN000807,CUST00193,2025-01-11,Cash Deposit,Mobile App,47313,UK
TXN000808,CUST00194,2025-05-03,Cash Withdrawal,ATM,32382,USA
TXN000809,CUST00194,2025-11-16,NEFT/RTGS,Online,55079,Australia
TXN000810,CUST00195,2025-09-30,NEFT/RTGS,ATM,22141,USA
TXN000811,CUST00195,2025-11-22,Cash Deposit,Online,19070,UK
TXN000812,CUST00195,2025-03-18,Cash Withdrawal,Branch,13652,Canada
TXN000813,CUST00195,2025-05-24,Cash Deposit,Mobile App,16326,India
TXN000814,CUST00195,2025-11-11,Wire Transfer,Branch,19508,USA
TXN000815,CUST00195,2025-11-27,Card Payment,ATM,13408,Canada
TXN000816,CUST00196,2025-12-22,NEFT/RTGS,Mobile App,47275,Australia
TXN000817,CUST00196,2025-10-26,Wire Transfer,Branch,46083,Germany
TXN000818,CUST00197,2025-08-06,NEFT/RTGS,Branch,29058,USA
TXN000819,CUST00197,2025-02-13,Cash Deposit,Online,35237,UK
TXN000820,CUST00197,2025-08-27,Card Payment,ATM,27864,UK
TXN000821,CUST00197,2025-08-10,NEFT/RTGS,ATM,35921,Germany
TXN000822,CUST00197,2025-04-30,Cash Withdrawal,Online,31062,Germany
TXN000823,CUST00197,2025-05-31,Card Payment,Online,39824,UK
TXN000824,CUST00198,2025-06-20,Cash Deposit,ATM,96341,Panama
TXN000825,CUST00198,2025-12-28,Card Payment,Branch,15757,UK
TXN000826,CUST00198,2025-01-05,Cash Withdrawal,ATM,24122,Australia
TXN000827,CUST00198,2025-12-02,Wire Transfer,Mobile App,18650,UK
TXN000828,CUST00198,2025-03-18,NEFT/RTGS,Branch,14335,Australia
TXN000829,CUST00199,2025-10-10,NEFT/RTGS,Mobile App,89296,USA
TXN000830,CUST00199,2025-12-24,NEFT/RTGS,Branch,70216,UK
TXN000831,CUST00199,2025-10-13,Wire Transfer,ATM,55941,Germany
TXN000832,CUST00199,2025-01-05,NEFT/RTGS,ATM,60960,USA
TXN000833,CUST00199,2025-08-06,NEFT/RTGS,ATM,63889,UK
TXN000834,CUST00200,2025-06-19,Card Payment,Mobile App,9576,USA
TXN000835,CUST00200,2025-04-07,NEFT/RTGS,Online,9741,Germany
TXN000836,CUST00200,2025-08-20,Cash Withdrawal,Online,10981,UK
TXN000837,CUST00200,2025-12-19,Card Payment,Mobile App,11076,USA
TXN000838,CUST00201,2025-04-16,Cash Deposit,ATM,9698,USA
TXN000839,CUST00201,2025-08-21,Wire Transfer,ATM,12075,Australia
TXN000840,CUST00201,2025-07-20,Cash Deposit,Online,10028,Canada
TXN000841,CUST00201,2025-09-02,Wire Transfer,Mobile App,8622,USA
TXN000842,CUST00201,2025-12-30,NEFT/RTGS,Branch,9308,USA
TXN000843,CUST00201,2025-06-08,Card Payment,Branch,9359,Canada
TXN000844,CUST00202,2025-02-02,NEFT/RTGS,Branch,187867,USA
TXN000845,CUST00203,2025-01-21,Wire Transfer,ATM,64423,Germany
TXN000846,CUST00204,2025-06-02,NEFT/RTGS,Branch,32469,Australia
TXN000847,CUST00205,2025-12-04,Cash Deposit,Online,65578,Germany
TXN000848,CUST00205,2025-03-22,Cash Withdrawal,ATM,60464,Germany
TXN000849,CUST00205,2025-12-24,Cash Deposit,Mobile App,58139,Australia
TXN000850,CUST00206,2025-02-23,Card Payment,ATM,24633,UK
TXN000851,CUST00207,2025-01-14,Wire Transfer,Mobile App,34247,Canada
TXN000852,CUST00207,2025-01-20,Wire Transfer,ATM,28572,Germany
TXN000853,CUST00207,2025-03-11,Cash Withdrawal,Mobile App,37585,India
TXN000854,CUST00208,2025-08-13,Cash Deposit,Mobile App,77435,Australia
TXN000855,CUST00208,2025-05-31,Wire Transfer,Mobile App,338443,UK
TXN000856,CUST00208,2025-01-06,Cash Withdrawal,Branch,68992,USA
TXN000857,CUST00209,2025-08-15,Wire Transfer,Online,9947,Australia
TXN000858,CUST00209,2025-01-25,NEFT/RTGS,Branch,8759,Germany
TXN000859,CUST00209,2025-05-03,Cash Deposit,Online,7595,USA
TXN000860,CUST00210,2025-02-02,Cash Deposit,Online,6941,UK
TXN000861,CUST00210,2025-06-17,Cash Withdrawal,Branch,7320,Australia
TXN000862,CUST00210,2025-03-03,Cash Deposit,Branch,71960,Cyprus
TXN000863,CUST00210,2025-07-19,Cash Deposit,Mobile App,6378,India
TXN000864,CUST00210,2025-07-08,Wire Transfer,Online,90846,Malta
TXN000865,CUST00211,2025-10-19,Cash Deposit,ATM,60918,India
TXN000866,CUST00211,2025-12-14,Cash Deposit,ATM,38264,India
TXN000867,CUST00211,2025-12-19,Cash Withdrawal,Mobile App,47114,USA
TXN000868,CUST00211,2025-07-15,Card Payment,Branch,60641,India
TXN000869,CUST00211,2025-01-07,Cash Deposit,Online,87090,Canada
TXN000870,CUST00211,2025-08-08,Cash Deposit,Online,70887,Canada
TXN000871,CUST00212,2025-04-15,Wire Transfer,Branch,11333,USA
TXN000872,CUST00212,2025-08-16,Cash Withdrawal,Branch,14383,Australia
TXN000873,CUST00212,2025-08-01,Cash Withdrawal,Online,10992,UK
TXN000874,CUST00213,2025-12-07,Cash Deposit,Branch,32466,Australia
TXN000875,CUST00213,2025-09-24,Cash Withdrawal,Branch,39566,Canada
TXN000876,CUST00213,2025-04-09,Wire Transfer,Branch,33261,Germany
TXN000877,CUST00213,2025-03-30,Card Payment,Branch,33152,USA
TXN000878,CUST00213,2025-03-26,Cash Deposit,Branch,27642,USA
TXN000879,CUST00213,2025-05-08,Cash Withdrawal,ATM,34671,Germany
TXN000880,CUST00213,2025-09-04,Wire Transfer,ATM,25585,Canada
TXN000881,CUST00214,2025-08-10,Cash Deposit,Mobile App,63296,Germany
TXN000882,CUST00214,2025-08-07,Wire Transfer,ATM,67931,India
TXN000883,CUST00214,2025-07-14,NEFT/RTGS,ATM,43078,Canada
TXN000884,CUST00214,2025-10-15,Card Payment,Mobile App,53836,Germany
TXN000885,CUST00214,2025-04-08,Wire Transfer,Online,48146,India
TXN000886,CUST00215,2025-07-22,Cash Withdrawal,Mobile App,68092,Australia
TXN000887,CUST00215,2025-10-29,Wire Transfer,Mobile App,54396,Germany
TXN000888,CUST00215,2025-03-25,Cash Deposit,Mobile App,77902,India
TXN000889,CUST00215,2025-06-28,Card Payment,Mobile App,70282,UK
TXN000890,CUST00215,2025-08-06,Cash Deposit,Branch,62405,Australia
TXN000891,CUST00215,2025-07-05,Wire Transfer,Branch,50423,Germany
TXN000892,CUST00215,2025-05-07,Card Payment,Branch,43863,UK
TXN000893,CUST00216,2025-07-23,Card Payment,Online,6867,India
TXN000894,CUST00217,2025-12-21,Cash Withdrawal,Mobile App,79217,USA
TXN000895,CUST00218,2025-02-15,Wire Transfer,ATM,29601,Australia
TXN000896,CUST00218,2025-04-18,NEFT/RTGS,ATM,55149,USA
TXN000897,CUST00218,2025-12-23,NEFT/RTGS,Mobile App,194141,India
TXN000898,CUST00219,2025-03-10,Cash Deposit,Mobile App,37954,Australia
TXN000899,CUST00219,2025-02-26,NEFT/RTGS,Branch,45034,USA
TXN000900,CUST00219,2025-04-09,Cash Withdrawal,Mobile App,47116,USA
TXN000901,CUST00219,2025-11-16,Wire Transfer,Branch,56370,Germany
TXN000902,CUST00220,2025-01-16,Card Payment,Branch,22210,UK
TXN000903,CUST00220,2025-01-04,Card Payment,Online,108082,Germany
TXN000904,CUST00220,2025-01-04,NEFT/RTGS,ATM,22012,India
TXN000905,CUST00220,2025-07-09,Cash Withdrawal,ATM,17526,Germany
TXN000906,CUST00220,2025-12-07,NEFT/RTGS,Mobile App,21989,USA
TXN000907,CUST00221,2025-03-13,Wire Transfer,Online,661793,Cyprus
TXN000908,CUST00222,2025-12-18,NEFT/RTGS,Mobile App,33114,UK
TXN000909,CUST00222,2025-06-14,Wire Transfer,ATM,45936,Australia
TXN000910,CUST00222,2025-06-16,NEFT/RTGS,Branch,57916,India
TXN000911,CUST00222,2025-06-28,NEFT/RTGS,Mobile App,25312,Canada
TXN000912,CUST00222,2025-02-21,NEFT/RTGS,ATM,38771,Australia
TXN000913,CUST00223,2025-09-16,Wire Transfer,Branch,58766,Canada
TXN000914,CUST00223,2025-10-08,NEFT/RTGS,Branch,76757,Germany
TXN000915,CUST00224,2025-03-29,Wire Transfer,Online,47753,India
TXN000916,CUST00224,2025-01-15,Cash Deposit,ATM,65266,Germany
TXN000917,CUST00225,2025-09-01,Wire Transfer,Branch,27249,Australia
TXN000918,CUST00225,2025-06-20,Cash Deposit,Online,28615,Canada
TXN000919,CUST00225,2025-07-15,Card Payment,Mobile App,28016,Australia
TXN000920,CUST00225,2025-02-15,Cash Withdrawal,Branch,34440,USA
TXN000921,CUST00225,2025-10-21,Cash Withdrawal,Branch,37199,Australia
TXN000922,CUST00225,2025-10-02,Cash Deposit,Mobile App,143927,UK
TXN000923,CUST00225,2025-07-06,Cash Deposit,Branch,31355,Germany
TXN000924,CUST00226,2025-06-01,Cash Deposit,Mobile App,66474,UK
TXN000925,CUST00226,2025-12-07,Wire Transfer,ATM,48317,Australia
TXN000926,CUST00226,2025-12-19,Wire Transfer,ATM,70235,UK
TXN000927,CUST00226,2025-05-30,NEFT/RTGS,Online,48866,Australia
TXN000928,CUST00227,2025-04-26,Wire Transfer,Branch,51811,USA
TXN000929,CUST00227,2025-06-03,Cash Deposit,Online,42756,Germany
TXN000930,CUST00227,2025-06-28,NEFT/RTGS,Mobile App,40714,Canada
TXN000931,CUST00228,2025-12-25,Card Payment,Mobile App,14072,Canada
TXN000932,CUST00228,2025-10-25,Wire Transfer,ATM,12090,India
TXN000933,CUST00228,2025-09-05,Cash Withdrawal,Branch,12280,Germany
TXN000934,CUST00228,2025-04-11,Wire Transfer,ATM,11290,USA
TXN000935,CUST00228,2025-03-17,NEFT/RTGS,Mobile App,15240,Australia
TXN000936,CUST00229,2025-01-27,Wire Transfer,ATM,39093,India
TXN000937,CUST00229,2025-03-18,NEFT/RTGS,Branch,35350,Canada
TXN000938,CUST00229,2025-11-02,Cash Deposit,Mobile App,31041,India
TXN000939,CUST00230,2025-12-01,NEFT/RTGS,ATM,19953,Germany
TXN000940,CUST00230,2025-02-12,Wire Transfer,Mobile App,13101,India
TXN000941,CUST00230,2025-10-21,NEFT/RTGS,ATM,105358,Australia
TXN000942,CUST00230,2025-10-31,Cash Deposit,Mobile App,13255,Australia
TXN000943,CUST00230,2025-03-06,Wire Transfer,ATM,21961,Germany
TXN000944,CUST00231,2025-12-25,Wire Transfer,Mobile App,17310,Australia
TXN000945,CUST00231,2025-09-29,NEFT/RTGS,Online,10751,Canada
TXN000946,CUST00231,2025-11-30,Wire Transfer,Branch,15048,Canada
TXN000947,CUST00231,2025-04-03,Card Payment,Branch,10491,Australia
TXN000948,CUST00232,2025-02-14,Card Payment,ATM,496633,Panama
TXN000949,CUST00232,2025-08-05,Wire Transfer,Branch,677346,Panama
TXN000950,CUST00232,2025-12-04,Card Payment,Mobile App,667884,UAE
TXN000951,CUST00232,2025-06-30,Card Payment,Branch,33592,USA
TXN000952,CUST00232,2025-01-19,Cash Deposit,Branch,609664,Panama
TXN000953,CUST00232,2025-07-03,Cash Withdrawal,Branch,486004,Malta
TXN000954,CUST00233,2025-03-25,NEFT/RTGS,Mobile App,51394,India
TXN000955,CUST00233,2025-12-13,NEFT/RTGS,Branch,57425,India
TXN000956,CUST00233,2025-11-21,Cash Deposit,ATM,65183,Canada
TXN000957,CUST00234,2025-03-20,Cash Withdrawal,Mobile App,67565,Australia
TXN000958,CUST00234,2025-02-09,Cash Withdrawal,Online,505950,Germany
TXN000959,CUST00234,2025-11-24,Wire Transfer,ATM,94203,Canada
TXN000960,CUST00234,2025-03-16,Cash Deposit,ATM,91554,UK
TXN000961,CUST00234,2025-02-23,Wire Transfer,Branch,114790,India
TXN000962,CUST00234,2025-06-06,Card Payment,Mobile App,104268,Canada
TXN000963,CUST00234,2025-10-10,Cash Withdrawal,Online,54786,India
TXN000964,CUST00235,2025-12-14,Card Payment,Mobile App,9724,USA
TXN000965,CUST00235,2025-05-13,Wire Transfer,Branch,14715,Germany
TXN000966,CUST00235,2025-01-28,Cash Withdrawal,Branch,12830,Australia
TXN000967,CUST00235,2025-12-28,NEFT/RTGS,Branch,12856,Australia
TXN000968,CUST00236,2025-04-28,Cash Withdrawal,Online,964943,Malta
TXN000969,CUST00236,2025-02-17,Cash Deposit,Online,384933,Panama
TXN000970,CUST00237,2025-01-06,NEFT/RTGS,Branch,14430,Australia
TXN000971,CUST00237,2025-12-17,Card Payment,Online,23310,Germany
TXN000972,CUST00237,2025-01-04,NEFT/RTGS,ATM,18167,Germany
TXN000973,CUST00237,2025-12-05,Card Payment,Online,16268,USA
TXN000974,CUST00237,2025-09-26,Cash Deposit,Branch,14232,Canada
TXN000975,CUST00238,2025-08-05,NEFT/RTGS,Mobile App,16745,UK
TXN000976,CUST00238,2025-02-27,Cash Withdrawal,Branch,11828,USA
TXN000977,CUST00238,2025-09-05,Cash Withdrawal,ATM,18316,Canada
TXN000978,CUST00238,2025-07-21,Cash Deposit,ATM,96865,USA
TXN000979,CUST00239,2025-11-13,NEFT/RTGS,Online,56757,India
TXN000980,CUST00239,2025-02-24,Wire Transfer,ATM,88681,UK
TXN000981,CUST00239,2025-07-01,Wire Transfer,Online,73167,Australia
TXN000982,CUST00239,2025-03-20,NEFT/RTGS,Online,66470,Germany
TXN000983,CUST00239,2025-05-09,Cash Deposit,Mobile App,513642,Germany
TXN000984,CUST00239,2025-10-02,Cash Withdrawal,Online,62841,Germany
TXN000985,CUST00239,2025-08-13,Cash Deposit,Branch,82385,Germany
TXN000986,CUST00239,2025-12-30,Cash Deposit,Online,72542,UK
TXN000987,CUST00239,2025-03-10,NEFT/RTGS,Mobile App,71004,USA
TXN000988,CUST00240,2025-09-03,Cash Withdrawal,Online,14831,Australia
TXN000989,CUST00240,2025-03-07,Cash Withdrawal,Mobile App,19940,Germany
TXN000990,CUST00240,2025-07-19,Cash Deposit,Online,26429,Canada
TXN000991,CUST00240,2025-01-07,Cash Deposit,Online,26728,India
TXN000992,CUST00241,2025-05-29,Cash Withdrawal,Mobile App,65969,Germany
TXN000993,CUST00241,2025-05-07,Card Payment,Branch,47440,India
TXN000994,CUST00241,2025-05-15,Cash Deposit,Mobile App,42311,Australia
TXN000995,CUST00242,2025-04-03,Cash Deposit,Branch,27952,Germany
TXN000996,CUST00242,2025-04-09,Cash Deposit,Mobile App,279451,UAE
TXN000997,CUST00242,2025-12-25,Cash Deposit,Branch,281316,UAE
TXN000998,CUST00242,2025-08-07,Wire Transfer,ATM,29196,UK
TXN000999,CUST00243,2025-06-13,Wire Transfer,Branch,57193,Australia
TXN001000,CUST00243,2025-05-27,NEFT/RTGS,ATM,66002,India
TXN001001,CUST00243,2025-04-05,Cash Withdrawal,Mobile App,51059,Canada
TXN001002,CUST00243,2025-12-16,Card Payment,Branch,48502,UK
TXN001003,CUST00243,2025-07-05,Card Payment,ATM,55290,UK
TXN001004,CUST00243,2025-02-24,Cash Deposit,Online,46900,USA
TXN001005,CUST00244,2025-04-09,NEFT/RTGS,Online,14602,Canada
TXN001006,CUST00244,2025-11-13,Cash Withdrawal,ATM,9527,India
TXN001007,CUST00244,2025-03-20,Wire Transfer,Branch,6913,Australia
TXN001008,CUST00245,2025-10-14,Cash Withdrawal,ATM,25759,Germany
TXN001009,CUST00245,2025-08-12,Wire Transfer,Mobile App,28692,Germany
TXN001010,CUST00245,2025-05-21,Cash Deposit,ATM,15420,Germany
TXN001011,CUST00245,2025-12-22,Cash Deposit,Mobile App,27914,India
TXN001012,CUST00245,2025-09-18,NEFT/RTGS,Mobile App,25269,Germany
TXN001013,CUST00246,2025-04-22,Card Payment,Online,56551,Canada
TXN001014,CUST00247,2025-04-23,Cash Withdrawal,ATM,49156,Germany
TXN001015,CUST00247,2025-04-25,Wire Transfer,Branch,71659,Canada
TXN001016,CUST00247,2025-03-10,Cash Withdrawal,Online,80146,UK
TXN001017,CUST00247,2025-04-18,Card Payment,Online,74201,Australia
TXN001018,CUST00247,2025-06-16,Wire Transfer,ATM,60058,India
TXN001019,CUST00248,2025-11-17,Wire Transfer,ATM,25533,Germany
TXN001020,CUST00248,2025-05-24,Cash Deposit,ATM,20267,USA
TXN001021,CUST00249,2025-12-01,Cash Withdrawal,Branch,18115,Australia
TXN001022,CUST00249,2025-07-22,Cash Deposit,Mobile App,19501,Germany
TXN001023,CUST00249,2025-03-17,NEFT/RTGS,Online,21899,USA
TXN001024,CUST00249,2025-09-09,Cash Deposit,ATM,19962,Germany
TXN001025,CUST00249,2025-12-18,Card Payment,Branch,262519,Cyprus
TXN001026,CUST00249,2025-07-26,Wire Transfer,Branch,21429,India
TXN001027,CUST00249,2025-07-16,Wire Transfer,Online,83363,Australia
TXN001028,CUST00250,2025-02-12,Cash Withdrawal,Branch,7501,USA
TXN001029,CUST00250,2025-10-05,Cash Withdrawal,Online,76919,Australia
TXN001030,CUST00250,2025-10-16,NEFT/RTGS,Branch,8502,USA
TXN001031,CUST00250,2025-12-21,Cash Withdrawal,Online,10121,UK
TXN001032,CUST00250,2025-02-22,Card Payment,ATM,11816,India
TXN001033,CUST00250,2025-04-25,Wire Transfer,Branch,6658,India
TXN001034,CUST00251,2025-12-17,NEFT/RTGS,Online,71685,Germany
TXN001035,CUST00251,2025-02-26,Cash Deposit,Online,75213,Germany
TXN001036,CUST00251,2025-02-13,Wire Transfer,Branch,50454,UK
TXN001037,CUST00251,2025-06-21,Card Payment,Branch,74162,USA
TXN001038,CUST00252,2025-06-28,Wire Transfer,ATM,39936,Canada
TXN001039,CUST00252,2025-12-31,Wire Transfer,Online,33625,Germany
TXN001040,CUST00252,2025-03-17,Cash Withdrawal,Branch,26929,USA
TXN001041,CUST00252,2025-02-04,Wire Transfer,Mobile App,29510,Germany
TXN001042,CUST00253,2025-07-17,Cash Withdrawal,ATM,64175,USA
TXN001043,CUST00253,2025-12-22,NEFT/RTGS,ATM,55979,Germany
TXN001044,CUST00253,2025-08-03,Card Payment,Mobile App,45390,USA
TXN001045,CUST00253,2025-09-30,Card Payment,Branch,30051,Canada
TXN001046,CUST00253,2025-12-22,Cash Deposit,Online,52876,Germany
TXN001047,CUST00254,2025-03-10,Wire Transfer,Online,223327,UK
TXN001048,CUST00254,2025-03-13,Cash Withdrawal,Mobile App,36239,UK
TXN001049,CUST00254,2025-08-04,Cash Deposit,Branch,40458,USA
TXN001050,CUST00254,2025-03-12,Wire Transfer,Branch,28023,USA
TXN001051,CUST00254,2025-01-28,Wire Transfer,Online,34653,Germany
TXN001052,CUST00254,2025-03-22,Wire Transfer,Branch,24829,Germany
TXN001053,CUST00255,2025-08-02,Cash Deposit,Branch,16018,India
TXN001054,CUST00255,2025-06-03,NEFT/RTGS,Mobile App,14898,Germany
TXN001055,CUST00255,2025-11-27,Wire Transfer,ATM,10089,Australia
TXN001056,CUST00255,2025-03-30,Card Payment,Branch,18575,India
TXN001057,CUST00256,2025-10-11,Cash Withdrawal,ATM,7386,Germany
TXN001058,CUST00256,2025-03-22,Cash Withdrawal,Online,4740,Australia
TXN001059,CUST00256,2025-07-25,Card Payment,Online,4156,Canada
TXN001060,CUST00256,2025-10-14,Card Payment,Online,8619,USA
TXN001061,CUST00256,2025-07-14,Cash Deposit,Online,5332,Australia
TXN001062,CUST00256,2025-04-10,Cash Withdrawal,Online,6643,UK
TXN001063,CUST00256,2025-01-15,Cash Deposit,ATM,7966,India
TXN001064,CUST00256,2025-02-03,Cash Deposit,Online,7244,USA
TXN001065,CUST00257,2025-01-17,Cash Deposit,ATM,64024,USA
TXN001066,CUST00257,2025-09-05,Wire Transfer,Online,97041,India
TXN001067,CUST00257,2025-06-08,Wire Transfer,ATM,74396,UK
TXN001068,CUST00257,2025-07-20,Cash Withdrawal,Branch,94913,UK
TXN001069,CUST00258,2025-03-18,Wire Transfer,Mobile App,12883,UK
TXN001070,CUST00258,2025-01-20,Cash Withdrawal,Branch,20977,Germany
TXN001071,CUST00258,2025-04-29,Cash Deposit,Branch,17169,USA
TXN001072,CUST00259,2025-06-24,NEFT/RTGS,Branch,17717,Canada
TXN001073,CUST00259,2025-11-16,NEFT/RTGS,Online,25245,UK
TXN001074,CUST00259,2025-11-09,Card Payment,Online,26890,Australia
TXN001075,CUST00260,2025-03-15,Cash Withdrawal,Online,20904,Canada
TXN001076,CUST00260,2025-06-10,Cash Deposit,ATM,20759,Germany
TXN001077,CUST00261,2025-04-02,NEFT/RTGS,ATM,59868,UK
TXN001078,CUST00261,2025-03-13,Wire Transfer,Mobile App,70321,Germany
TXN001079,CUST00261,2025-05-27,NEFT/RTGS,Mobile App,50214,India
TXN001080,CUST00261,2025-11-16,Cash Withdrawal,ATM,57420,Canada
TXN001081,CUST00261,2025-09-17,NEFT/RTGS,ATM,49870,India
TXN001082,CUST00262,2025-05-06,Card Payment,Online,6051,Canada
TXN001083,CUST00262,2025-04-25,NEFT/RTGS,Mobile App,95260,Cayman Islands
TXN001084,CUST00262,2025-08-27,Wire Transfer,Online,102315,Malta
TXN001085,CUST00262,2025-04-13,NEFT/RTGS,ATM,10052,USA
TXN001086,CUST00262,2025-04-19,NEFT/RTGS,Online,158517,Cyprus
TXN001087,CUST00262,2025-04-20,Cash Withdrawal,Online,8041,UK
TXN001088,CUST00262,2025-07-05,NEFT/RTGS,Mobile App,11341,Canada
TXN001089,CUST00262,2025-05-19,Cash Withdrawal,Branch,14612,USA
TXN001090,CUST00262,2025-06-02,NEFT/RTGS,Mobile App,81979,Cayman Islands
TXN001091,CUST00263,2025-08-08,Cash Withdrawal,ATM,37205,USA
TXN001092,CUST00264,2025-12-19,Cash Deposit,Mobile App,69479,Germany
TXN001093,CUST00264,2025-10-15,Card Payment,Branch,73220,UK
TXN001094,CUST00264,2025-10-24,Card Payment,Branch,51799,India
TXN001095,CUST00264,2025-06-12,Wire Transfer,Branch,48454,UK
TXN001096,CUST00264,2025-09-13,Cash Withdrawal,Online,40783,Germany
TXN001097,CUST00265,2025-08-19,Cash Deposit,Mobile App,28044,Canada
TXN001098,CUST00265,2025-04-07,NEFT/RTGS,Branch,42952,Australia
TXN001099,CUST00265,2025-06-28,Cash Deposit,Branch,38764,Canada
